card_id,set_code,number,name,stage,evolves_from,hp,type,weakness_type,weakness_value,resistance_type,resistance_value,retreat_cost,rarity,dex_number,power_type,power_name,power_text,attack1_name,attack1_cost,attack1_damage,attack1_text,attack2_name,attack2_cost,attack2_damage,attack2_text,attack3_name,attack3_cost,attack3_damage,attack3_text,artist,flavor_text
base2-11,base2,11,Snorlax,Basic,,90,C,F,x2,P,-30,4,Rare Holo,143,Pokémon Power,Thick Skinned,"Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed.",Body Slam,CCCC,30,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,,,,,Ken Sugimori,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
base2-12,base2,12,Vaporeon,Stage 1,Eevee,80,W,L,x2,,,1,Rare Holo,134,,,,Quick Attack,CC,10+,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",Water Gun,WWC,30+,Does 30 damage plus 10 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. Extra Water Energy after the 2nd doesn't count.,,,,,Kagemaru Himeno,Lives close to water. Its long tail is ridged with a fin that is often mistaken for a mermaid's.
base2-13,base2,13,Venomoth,Stage 1,Venonat,70,G,R,x2,F,-30,0,Rare Holo,49,Pokémon Power,Shift,"Once during your turn (before your attack), you may change the type of Venomoth to the type of any other Pokémon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed.",Venom Powder,GG,10,"Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned.",,,,,,,,,Ken Sugimori,The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.
base2-14,base2,14,Victreebel,Stage 2,Weepinbell,80,G,R,x2,,,2,Rare Holo,71,,,,Lure,G,,"If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon.",Acid,GG,20,"Flip a coin. If heads, the Defending Pokémon can't retreat during your next turn.",,,,,Ken Sugimori,"Said to live in huge colonies deep in jungles, although no one has ever returned from there."
base2-15,base2,15,Vileplume,Stage 2,Gloom,80,G,R,x2,,,2,Rare Holo,45,Pokémon Power,Heal,"Once during your turn (before your attack), you may flip a coin. If heads, remove 1 damage counter from 1 of your Pokémon. This power can't be used if Vileplume is Asleep, Confused, or Paralyzed.",Petal Dance,GGG,40×,Flip 3 coins. This attack does 40 damage times the number of heads. Vileplume is now Confused (after doing damage).,,,,,,,,,Keiji Kinebuchi,"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
base2-16,base2,16,Wigglytuff,Stage 1,Jigglypuff,80,C,F,x2,P,-30,2,Rare Holo,40,,,,Lullaby,C,,The Defending Pokémon is now Asleep.,Do the Wave,CCC,10+,Does 10 damage plus 10 more damage for each of your Benched Pokémon.,,,,,Mitsuhiro Arita,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size."
base2-17,base2,17,Clefable,Stage 1,Clefairy,70,C,F,x2,P,-30,2,Rare,36,,,,Metronome,C,,"Choose 1 of the Defending Pokémon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokémon is, Clefable's type is still Colorless.)",Minimize,CC,,All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).,,,,,Mitsuhiro Arita,A timid Fairy Pokémon that is rarely seen. It will run and hide the moment it senses people.
base2-18,base2,18,Electrode,Stage 1,Voltorb,90,L,F,x2,,,1,Rare,101,,,,Tackle,CC,20,,Chain Lightning,LLL,20,"If the Defending Pokémon isn't Colorless, this attack does 10 damage to each Benched Pokémon of the same type as the Defending Pokémon (including your own).",,,,,Mitsuhiro Arita,It stores electrical energy under very high pressure. It often explodes with little or no provocation.
base2-19,base2,19,Flareon,Stage 1,Eevee,70,R,W,x2,,,1,Rare,136,,,,Quick Attack,CC,10+,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",Flamethrower,RRCC,60,Discard 1 Fire Energy card attached to Flareon in order to use this attack.,,,,,Kagemaru Himeno,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees."
base2-20,base2,20,Jolteon,Stage 1,Eevee,70,L,F,x2,,,1,Rare,135,,,,Quick Attack,CC,10+,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",Pin Missile,LLC,20×,Flip 4 coins. This attack does 20 damage times the number of heads.,,,,,Kagemaru Himeno,"It accumulates negative ions from the atmosphere to blast out 10,000-volt lightning bolts."
base2-21,base2,21,Kangaskhan,Basic,,90,C,F,x2,P,-30,3,Rare,115,,,,Fetch,C,,Draw a card.,Comet Punch,CCCC,20×,Flip 4 coins. This attack does 20 damage times the number of heads.,,,,,Mitsuhiro Arita,The infant rarely ventures out of its mother's protective pouch until it is three years old.
base2-22,base2,22,Mr. Mime,Basic,,40,P,P,x2,,,1,Rare,122,Pokémon Power,Invisible Wall,"Whenever an attack (including your own) does 30 or more damage to Mr. Mime (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.) This power can't be used if Mr. Mime is Asleep, Confused, or Paralyzed.",Meditate,PC,10+,Does 10 damage plus 10 more damage for each damage counter on the Defending Pokémon.,,,,,,,,,Ken Sugimori,"If interrupted while miming, it will slap around the enemy with its broad hands."
base2-23,base2,23,Nidoqueen,Stage 2,Nidorina,90,G,P,x2,,,3,Rare,31,,,,Boyfriends,GC,20+,Does 20 damage plus 20 more damage for each Nidoking you have in play.,Mega Punch,GGCC,50,,,,,,Ken Sugimori,Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.
base2-24,base2,24,Pidgeot,Stage 2,Pidgeotto,80,C,L,x2,F,-30,0,Rare,18,,,,Wing Attack,CC,20,,Hurricane,CCC,30,"Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.",,,,,Kagemaru Himeno,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp."
base2-25,base2,25,Pinsir,Basic,,60,G,R,x2,,,1,Rare,127,,,,Irongrip,GG,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Guillotine,GGCC,50,,,,,,Kagemaru Himeno,"If it fails to crush the victim in its pincers, it will swing its victim around and toss it hard."
base2-26,base2,26,Scyther,Basic,,70,G,R,x2,F,-30,0,Rare,123,,,,Swords Dance,G,,"During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.",Slash,CCC,30,,,,,,Ken Sugimori,"With ninja-like agility and speed, it can create the illusion that there is more than one of it."
base2-27,base2,27,Snorlax,Basic,,90,C,F,x2,P,-30,4,Rare,143,Pokémon Power,Thick Skinned,"Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed.",Body Slam,CCCC,30,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,,,,,Ken Sugimori,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
base2-28,base2,28,Vaporeon,Stage 1,Eevee,80,W,L,x2,,,1,Rare,134,,,,Quick Attack,CC,10+,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",Water Gun,WWC,30+,Does 30 damage plus 10 more damage for each Water Energy attached to Vaporeon but not used to pay for this attack's Energy cost. Extra Water Energy after the 2nd doesn't count.,,,,,Kagemaru Himeno,Lives close to water. Its long tail is ridged with a fin that is often mistaken for a mermaid's.
base2-29,base2,29,Venomoth,Stage 1,Venonat,70,G,R,x2,F,-30,0,Rare,49,Pokémon Power,Shift,"Once during your turn (before your attack), you may change the type of Venomoth to the type of any other Pokémon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed.",Venom Powder,GG,10,"Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned.",,,,,,,,,Ken Sugimori,The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.
base2-30,base2,30,Victreebel,Stage 2,Weepinbell,80,G,R,x2,,,2,Rare,71,,,,Lure,G,,"If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon.",Acid,GG,20,"Flip a coin. If heads, the Defending Pokémon can't retreat during your next turn.",,,,,Ken Sugimori,"Said to live in huge colonies deep in jungles, although no one has ever returned from there."
base2-31,base2,31,Vileplume,Stage 2,Gloom,80,G,R,x2,,,2,Rare,45,Pokémon Power,Heal,"Once during your turn (before your attack), you may flip a coin. If heads, remove 1 damage counter from 1 of your Pokémon. This power can't be used if Vileplume is Asleep, Confused, or Paralyzed.",Petal Dance,GGG,40×,Flip 3 coins. This attack does 40 damage times the number of heads. Vileplume is now Confused (after doing damage).,,,,,,,,,Keiji Kinebuchi,"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
base2-32,base2,32,Wigglytuff,Stage 1,Jigglypuff,80,C,F,x2,P,-30,2,Rare,40,,,,Lullaby,C,,The Defending Pokémon is now Asleep.,Do the Wave,CCC,10+,Does 10 damage plus 10 more damage for each of your Benched Pokémon.,,,,,Mitsuhiro Arita,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size."
base2-33,base2,33,Butterfree,Stage 2,Metapod,70,G,R,x2,F,-30,0,Uncommon,12,,,,Whirlwind,CC,20,"If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)",Mega Drain,GGGG,40,Remove a number of damage counters from Butterfree equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10).,,,,,Kagemaru Himeno,"In battle, it flaps its wings at high speed to release highly toxic dust into the air."
base2-34,base2,34,Dodrio,Stage 1,Doduo,70,C,L,x2,F,-30,0,Uncommon,85,Pokémon Power,Retreat Aid,"As long as Dodrio is Benched, pay Colorless less to retreat your Active Pokémon.",Rage,CCC,10+,Does 10 damage plus 10 more damage for each damage counter on Dodrio.,,,,,,,,,Mitsuhiro Arita,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake."
base2-35,base2,35,Exeggutor,Stage 1,Exeggcute,80,G,R,x2,,,3,Uncommon,103,,,,Teleport,P,,Switch Exeggutor with 1 of your Benched Pokémon.,Big Eggsplosion,C,20×,Flip a number of coins equal to the number of Energy attached to Exeggutor. This attack does 20 damage times the number of heads.,,,,,Kagemaru Himeno,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an Exeggcute."
base2-36,base2,36,Fearow,Stage 1,Spearow,70,C,L,x2,F,-30,0,Uncommon,22,,,,Agility,CCC,20,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Fearow.",Drill Peck,CCCC,40,,,,,,Mitsuhiro Arita,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
base2-37,base2,37,Gloom,Stage 1,Oddish,60,G,R,x2,,,1,Uncommon,44,,,,Poisonpowder,G,,The Defending Pokémon is now Poisoned.,Foul Odor,GG,20,Both the Defending Pokémon and Gloom are now Confused (after doing damage).,,,,,Keiji Kinebuchi,The fluid that oozes from its mouth isn't drool; it is a nectar that is used to attract prey.
base2-38,base2,38,Lickitung,Basic,,90,C,F,x2,P,-30,3,Uncommon,108,,,,Tongue Wrap,C,10,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Supersonic,CC,,"Flip a coin. If heads, the Defending Pokémon is now Confused.",,,,,Mitsuhiro Arita,Its tongue can be extended like a chameleon's. It leaves a stinging sensation when it licks enemies.
base2-39,base2,39,Marowak,Stage 1,Cubone,60,F,G,x2,L,-30,1,Uncommon,105,,,,Bonemerang,FF,30×,Flip 2 coins. This attack does 30 damage times the number of heads.,Call for Friend,FFC,,Search your deck for a Fighting Basic Pokémon card and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.),,,,,Mitsuhiro Arita,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to K.O. targets.
base2-40,base2,40,Nidorina,Stage 1,Nidoran ♀,70,G,P,x2,,,1,Uncommon,30,,,,Supersonic,G,,"Flip a coin. If heads, the Defending Pokémon is now Confused.",Double Kick,GCC,30×,Flip 2 coins. This attack does 30 damage times the number of heads.,,,,,Ken Sugimori,The female's horn develops slowly. Prefers physical attacks such as clawing and biting.
base2-41,base2,41,Parasect,Stage 1,Paras,60,G,R,x2,,,1,Uncommon,47,,,,Spore,GG,,The Defending Pokémon is now Asleep.,Slash,CCC,30,,,,,,Ken Sugimori,A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.
base2-42,base2,42,Persian,Stage 1,Meowth,70,C,F,x2,P,-30,0,Uncommon,53,,,,Scratch,CC,20,,Pounce,CCC,30,"If the Defending Pokémon attacks Persian during your next turn, any damage done by the attack is reduced by 10 (after applying Weakness and Resistance). (Benching either Pokémon ends this effect.)",,,,,Kagemaru Himeno,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
base2-43,base2,43,Primeape,Stage 1,Mankey,70,F,P,x2,,,1,Uncommon,57,,,,Fury Swipes,FF,20×,Flip 3 coins. This attack does 20 damage times the number of heads.,Tantrum,FFC,50,"Flip a coin. If tails, Primeape is now Confused (after doing damage).",,,,,Kagemaru Himeno,Always furious and tenacious to boot. It will not abandon chasing its quarry until its quarry is caught.
base2-44,base2,44,Rapidash,Stage 1,Ponyta,70,R,W,x2,,,0,Uncommon,78,,,,Stomp,CC,20+,"Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.",Agility,RRC,30,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Rapidash.",,,,,Mitsuhiro Arita,"Very competitive, this Pokémon will chase anything that moves fast in the hopes of racing it."
base2-45,base2,45,Rhydon,Stage 1,Rhyhorn,100,F,G,x2,L,-30,3,Uncommon,112,,,,Horn Attack,FCC,30,,Ram,FFFF,50,"Rhydon does 20 damage to itself. If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon. Switch the Pokémon even if Rhydon is knocked out.)",,,,,Kagemaru Himeno,"Protected by an armor-like hide, it is capable of living in molten lava of 3600 degrees."
base2-46,base2,46,Seaking,Stage 1,Goldeen,70,W,L,x2,,,1,Uncommon,119,,,,Horn Attack,W,10,,Waterfall,WC,30,,,,,,Kagemaru Himeno,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks."
base2-47,base2,47,Tauros,Basic,,60,C,F,x2,P,-30,2,Uncommon,128,,,,Stomp,CC,20+,"Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.",Rampage,CCC,20+,"Does 20 damage plus 10 more damage for each damage counter on Tauros. Flip a coin. If tails, Tauros is now Confused (after doing damage).",,,,,Kagemaru Himeno,"When it targets an enemy, it charges furiously while whipping its body with its long tails."
base2-48,base2,48,Weepinbell,Stage 1,Bellsprout,70,G,R,x2,,,1,Uncommon,70,,,,Poisonpowder,G,10,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",Razor Leaf,GG,30,,,,,,Kagemaru Himeno,"It spits out poisonpowder to immobilize the enemy, and then finishes the enemy with a spray of acid."
base2-49,base2,49,Bellsprout,Basic,,40,G,R,x2,,,1,Common,69,,,,Vine Whip,G,10,,Call for Family,G,,Search your deck for a Basic Pokémon named Bellsprout and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.),,,,,Kagemaru Himeno,A carnivorous Pokémon that traps and eats bugs. It uses its root feet to soak up needed moisture.
base2-50,base2,50,Cubone,Basic,,40,F,G,x2,L,-30,1,Common,104,,,,Snivel,C,,"If the Defending Pokémon attacks Cubone during your opponent's next turn, any damage done by the attack is reduced by 20 (after applying Weakness and Resistance). (Benching either Pokémon ends this effect.)",Rage,FF,10+,Does 10 damage plus 10 more damage for each damage counter on Cubone.,,,,,Mitsuhiro Arita,"Because it never removes its skull helmet, no one has ever seen this Pokémon's real face."
base2-51,base2,51,Eevee,Basic,,50,C,F,x2,P,-30,1,Common,133,,,,Tail Wag,C,,"Flip a coin. If heads, the Defending Pokémon can't attack Eevee during your opponent's next turn. (Benching either Pokémon ends this effect.)",Quick Attack,CC,10+,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",,,,,Kagemaru Himeno,Its genetic code is irregular. It may mutate if it is exposed to radiation from elemental stones.
